"workerid","condition","trialnum","type","stimulus","number","matchingnumber","ssc","judgment","response","correct","questionRT","word0RT","word1RT","word2RT","word3RT","word4RT","word5RT","word6RT","word7RT","word8RT","word9RT","word10RT","word11RT","word12RT","word13RT","word14RT","word15RT","word16RT","criticalword","criticalwordRT","hand","instr","langPref","language","lang05","gender","age","handedness","education","comments","countryParents","residence","country"
8,2,7,2,"Los profesores son severos y el decano tambien, entonces no nos preocupamos.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,427.685,177.815,169.205,195.215,181.605,165.535,175.92,184.21,175.99,170.645,156.41,176.675,166.615,NA,NA,NA,NA,NA,"tambien",175.99,"right","yes","spanish","US","spanish","Male",NA,"right","hs",NA,"US","US","US"
8,2,8,2,"El profesor es severo y el decano tambien, entonces no nos preocupamos.","sg",1,0,"grammatical","NO, la frase no suena bien",0,399.975,174.02,159.51,183.135,166.1,177.215,187.135,351.88,191.48,177.7,198.925,188.97,180.08,NA,NA,NA,NA,NA,"tambien",191.48,"right","yes","spanish","US","spanish","Male",NA,"right","hs",NA,"US","US","US"
8,2,9,2,"Los profesores son severos y los decanos tambien, entonces no nos preocupamos.","pl",1,1,"grammatical","NO, la frase no suena bien",0,502.73,159.005,183.42,173.31,175.95,168.605,163.925,171.225,177.24,162.46,161.805,177.525,165.225,NA,NA,NA,NA,NA,"tambien",177.24,"left","yes","spanish","US","spanish","Male",NA,"right","hs",NA,"US","US","US"
8,2,10,2,"El profesor es severo y los decanos tambien, entonces no nos preocupamos.","sg-pl",0,1,"grammatical","NO, la frase no suena bien",0,337.205,185.85,161.5,198.035,160.695,161.735,183.845,152.225,197.16,188.89,153.41,169.385,827.11,NA,NA,NA,NA,NA,"tambien",197.16,"left","yes","spanish","US","spanish","Male",NA,"right","hs",NA,"US","US","US"
9,37,2,2,"Los ladrones son inteligentes y el complice tambien, por lo que sera dificil encontrar el dinero.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,2524.175,200.74,412.735,287.64,306.68,324.975,323.535,348.9,341.005,469.18,346.755,335.635,355.255,293.135,374.685,298.34,388.335,NA,"tambien",341.005,"left","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,3,1,"El ladron es inteligente y los complices es inteligente tambien, por lo que sera dificil encontrar el dinero.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1086.745,233.685,477.72,370.53,365.915,310.755,286.82,317.525,350.755,407.29,286,243.71,279,230.65,234.905,222.54,407.695,220.98,"tambien",286,"left","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,4,1,"El ladron es inteligente y el complice es inteligente tambien, por lo que sera dificil encontrar el dinero.","sg",1,0,"grammatical","SI, la frase suena bien",1,1171.395,180.505,259.805,262.515,269.935,269.41,251.475,225.115,239.735,260.335,244.06,513.63,204.885,258.405,305.81,296.6,248.8,342.685,"tambien",244.06,"left","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,5,2,"El ladron es inteligente y los complices tambien, por lo que sera dificil encontrar el dinero.","sg-pl",0,1,"grammatical","SI, la frase suena bien",1,6100.825,221.42,257.44,297.305,254.935,337.73,378.915,292.475,303.615,452.01,350.41,315.96,423.57,375.805,358.575,313.905,517.36,NA,"tambien",303.615,"right","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,6,2,"Los ladrones son inteligentes y los complices tambien, por lo que sera dificil encontrar el dinero.","pl",1,1,"grammatical","SI, la frase suena bien",1,1195.15,252.735,256.77,313.61,405.965,382.605,320.51,395.795,347.295,595.25,286.205,334.785,311.69,309.73,329.725,286.64,408.775,NA,"tambien",347.295,"right","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,7,1,"Los ladrones son inteligentes y el complice son inteligentes tambien, por lo que sera dificil encontrar el dinero.","pl-sg",0,0,"ungrammatical","NO, la frase no suena bien",1,1450.57,231.45,228.63,648.345,381.04,292,252.545,287.78,281.55,402.645,199.865,194.875,202.585,194.535,232.995,199.75,216.675,281.865,"tambien",199.865,"right","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,8,1,"Los ladrones son inteligentes y los complices son inteligentes tambien, por lo que sera dificil encontrar el dinero.","pl",1,1,"grammatical","SI, la frase suena bien",1,824.915,264.77,360.755,304.765,367.805,275.6,305.835,305.65,304.69,467.32,496.185,365.07,253.65,221.33,225.98,245.565,291.61,272.2,"tambien",496.185,"left","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
9,37,10,2,"El ladron es inteligente y el complice tambien, por lo que sera dificil encontrar el dinero.","sg",1,0,"grammatical","SI, la frase suena bien",1,768.9,305.005,311.045,323.21,281.985,293.81,306.7,341.705,322.715,399.775,321.68,310.73,312.87,342.335,363.985,270.055,448.755,NA,"tambien",322.715,"right","yes","both","Espanol","spanish","Female",22,"left","college","Ningun comentario","Colombia","USA","USA"
10,24,1,2,"El heroinomano es paranoico y los esquizofrenicos tambien, entonces la gente cercana se asusta a veces.","sg-pl",0,1,"grammatical","NO, la frase no suena bien",0,1215.005,232.005,174.995,183.005,174.995,180,177.005,159.995,171,175.005,184.995,160,185,343.005,298,336.995,420,NA,"tambien",171,"left","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,2,1,"Los heroinomanos son paranoicos y los esquizofrenicos son paranoicos tambien, entonces la gente cercana se asusta a veces.","pl",1,1,"grammatical","NO, la frase no suena bien",0,2219.995,282,305.005,292.995,322,298,300.005,259.995,309.995,320.005,344.995,343.005,330,335,313,343,324.995,342,"tambien",344.995,"left","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,3,1,"El heroinomano es paranoico y los esquizofrenicos es paranoico tambien, entonces la gente cercana se asusta a veces.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1140,291.995,192,178.005,174.995,245,338,360,390,397,343.005,356.995,333.005,336.995,321,348.005,337.995,370,"tambien",343.005,"right","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,5,2,"Los heroinomanos son paranoicos y el esquizofrenico tambien, entonces la gente cercana se asusta a veces.","pl-sg",0,0,"grammatical","NO, la frase no suena bien",0,1658.005,428.005,295,421.995,345.005,375,358,315,362,390.005,415,437.995,385.005,384.995,425.005,358,799.995,NA,"tambien",362,"left","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,6,1,"El heroinomano es paranoico y el esquizofrenico es paranoico tambien, entonces la gente cercana se asusta a veces.","sg",1,0,"grammatical","NO, la frase no suena bien",0,1122,400.005,520,403,372.995,370,360.005,344.995,300.005,299.995,298,302,315,295,301,290,290,296.995,"tambien",298,"right","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,7,2,"El heroinomano es paranoico y el esquizofrenico tambien, entonces la gente cercana se asusta a veces.","sg",1,0,"grammatical","SI, la frase suena bien",1,1587.005,237.005,221.995,226.005,243.005,255,265.995,230,235.005,222.995,243.005,214.995,221,228,227,271.005,1350.995,NA,"tambien",235.005,"left","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,9,1,"Los heroinomanos son paranoicos y el esquizofrenico son paranoicos tambien, entonces la gente cercana se asusta a veces.","pl-sg",0,0,"ungrammatical","SI, la frase suena bien",0,1541.995,333,322.005,350.995,296.005,288.995,271.005,284.995,237,266,340.005,322.995,291.005,252,281,313,282.995,318,"tambien",340.005,"left","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
10,24,10,2,"Los heroinomanos son paranoicos y los esquizofrenicos tambien, entonces la gente cercana se asusta a veces.","pl",1,1,"grammatical","SI, la frase suena bien",1,1483,298,238.005,242.995,235,247.995,258.005,272.995,248,240,225.005,228,252.995,247.005,252.995,388.005,2157.995,NA,"tambien",248,"right","yes","english","English/Spanish","english","Male",27,"left","some-grad",NA,"USA","USA","USA"
11,9,2,1,"El cardiologo es sensato y el ginecologo es sensato tambien, asi que estoy tranquila.","sg",1,0,"grammatical","SI, la frase suena bien",1,1327.36,1808.085,1015.585,487.91,1615.68,503.83,400,937.01,591.235,679.2,511.79,575.81,511.88,576.03,831.645,NA,NA,NA,"tambien",511.79,"right","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,3,1,"Los cardiologos son sensatos y los ginecologos son sensatos tambien, asi que estoy tranquila.","pl",1,1,"grammatical","SI, la frase suena bien",1,3661.875,583.385,655.91,519.85,727.85,391.94,409.16,526.425,431.855,519.57,527.925,535.94,383.735,463.92,640.225,NA,NA,NA,"tambien",527.925,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,4,2,"Los cardiologos son sensatos y el ginecologo tambien, asi que estoy tranquila.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,2007.655,831.845,592.255,471.445,543.845,407.545,479.935,631.895,479.93,471.85,376.02,343.79,919.98,NA,NA,NA,NA,NA,"tambien",479.93,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,5,2,"Los cardiologos son sensatos y los ginecologos tambien, asi que estoy tranquila.","pl",1,1,"grammatical","NO, la frase no suena bien",0,1535.27,2528.715,782.81,495.795,1039.985,431.705,383.935,543.73,600.04,519.79,407.79,399.85,17031.595,NA,NA,NA,NA,NA,"tambien",600.04,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,6,1,"Los cardiologos son sensatos y el ginecologo son sensatos tambien, asi que estoy tranquila.","pl-sg",0,0,"ungrammatical","NO, la frase no suena bien",1,1319.165,472.475,641.555,429.515,647.89,375.75,551.965,561.74,517.905,335.79,311.855,247.62,215.905,320.04,1303.75,NA,NA,NA,"tambien",311.855,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,7,1,"El cardiologo es sensato y los ginecologos es sensato tambien, asi que estoy tranquila.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1718.715,471.67,3401.515,782.08,560.02,343.79,471.735,495.875,487.565,296.2,263.705,271.735,288.08,279.86,823.57,NA,NA,NA,"tambien",263.705,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,8,2,"El cardiologo es sensato y el ginecologo tambien, asi que estoy tranquila.","sg",1,0,"grammatical","SI, la frase suena bien",1,4920.1,975.12,872.58,487.47,559.91,343.72,439.805,463.565,623.81,1103.935,319.815,383.97,24151.84,NA,NA,NA,NA,NA,"tambien",623.81,"left","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
11,9,10,2,"El cardiologo es sensato y los ginecologos tambien, asi que estoy tranquila.","sg-pl",0,1,"grammatical","SI, la frase suena bien",1,1535.185,432.27,639.925,599.885,535.705,527.96,431.705,495.815,561.125,430.565,327.905,441.07,502.41,NA,NA,NA,NA,NA,"tambien",561.125,"right","yes","depends","ingles","english","Male",32,"right","college",NA,"eeuu","eeuu","eeuu"
12,28,2,1,"El ingeniero es europeo y el albanil es europeo tambien, entonces el estilo de construccion sera europeo.","sg",1,0,"grammatical","SI, la frase suena bien",1,1326.205,671.685,735.795,471.365,863.785,495.65,791.68,1279.515,695.91,911.605,1063.85,983.74,1583.82,647.915,551.775,943.815,1327.72,1056.13,"tambien",1063.85,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,3,2,"Los ingenieros son europeos y el albanil tambien, entonces el estilo de construccion sera europeo.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,1574.45,655.865,767.84,424.37,887.085,727.76,519.93,799.835,807.77,855.83,544.715,630.98,351.81,1119.84,663.83,935.835,NA,NA,"tambien",807.77,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,4,2,"Los ingenieros son europeos y los albaniles tambien, entonces el estilo de construccion sera europeo.","pl",1,1,"grammatical","SI, la frase suena bien",1,1126.85,607.86,567.825,423.74,431.98,495.825,415.785,1039.935,727.77,487.83,520.395,663.245,352.275,919.68,343.46,743.875,NA,NA,"tambien",727.77,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,5,2,"El ingeniero es europeo y los albaniles tambien, entonces el estilo de construccion sera europeo.","sg-pl",0,1,"grammatical","NO, la frase no suena bien",0,1126.59,535.87,687.82,359.685,851.105,1505.95,442.505,683.025,661.39,447.11,535.82,375.87,415.855,1015.785,407.435,423.84,NA,NA,"tambien",661.39,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,6,1,"El ingeniero es europeo y los albaniles es europeo tambien, entonces el estilo de construccion sera europeo.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1956.68,375.875,479.77,303.855,911.85,399.845,1103.11,976.62,607.685,1607.86,2111.34,495.39,367.745,399.405,327.79,351.665,441.895,614.04,"tambien",2111.34,"left","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,7,1,"Los ingenieros son europeos y los albaniles son europeos tambien, entonces el estilo de construccion sera europeo.","pl",1,1,"grammatical","SI, la frase suena bien",1,1078.56,447.81,327.725,415.875,351.84,471.745,343.905,360.035,543.725,591.745,503.825,711.835,383.855,383.795,351.81,367.67,423.91,335.7,"tambien",503.825,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,9,1,"Los ingenieros son europeos y el albanil son europeos tambien, entonces el estilo de construccion sera europeo.","pl-sg",0,0,"ungrammatical","SI, la frase suena bien",0,1246.73,399.825,679.895,399.76,791.87,344.59,1759.11,591.85,655.845,439.555,495.96,495.855,391.77,375.925,415.855,439.89,423.82,583.92,"tambien",495.96,"left","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
12,28,10,2,"El ingeniero es europeo y el albanil tambien, entonces el estilo de construccion sera europeo.","sg",1,0,"grammatical","SI, la frase suena bien",1,1314.665,487.745,655.835,439.9,527.85,383.82,719.88,575.845,519.87,467.15,452.565,351.865,399.875,375.835,415.825,538.395,NA,NA,"tambien",519.87,"right","yes","depends","espanol","spanish","Female",32,"right","college",NA,"cuba","estados unidos","estados unidos"
13,2,1,1,"El profesor es severo y el decano es severo tambien, entonces no nos preocupamos.","sg",1,0,"grammatical","NO, la frase no suena bien",0,1702.495,463.905,743.71,447.49,896.025,463.595,407.77,648.385,406.64,527.88,648.29,1424.025,430.995,391.54,2175.975,NA,NA,NA,"tambien",648.29,"left","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,2,2,"El profesor es severo y los decanos tambien, entonces no nos preocupamos.","sg-pl",0,1,"grammatical","NO, la frase no suena bien",0,718.845,175.895,184.195,191.37,183.7,191.27,199.835,175.49,200.725,175.835,215.075,256.315,663.94,NA,NA,NA,NA,NA,"tambien",200.725,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,3,2,"El profesor es severo y el decano tambien, entonces no nos preocupamos.","sg",1,0,"grammatical","SI, la frase suena bien",1,351.29,173.795,200.51,176.1,199.585,192.065,199.765,175.71,159.8,199.78,175.115,159.81,199.77,NA,NA,NA,NA,NA,"tambien",159.8,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,4,2,"Los profesores son severos y el decano tambien, entonces no nos preocupamos.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,327.495,199.72,152.25,215.885,119.68,183.75,191.99,159.645,199.665,159.365,192.115,159.99,183.09,NA,NA,NA,NA,NA,"tambien",199.665,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,5,2,"Los profesores son severos y los decanos tambien, entonces no nos preocupamos.","pl",1,1,"grammatical","NO, la frase no suena bien",0,271.15,136.415,175.03,176.3,183.365,152.05,359.69,151.81,215.525,199.265,200.025,216.06,431.195,NA,NA,NA,NA,NA,"tambien",215.525,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,7,1,"Los profesores son severos y los decanos son severos tambien, entonces no nos preocupamos.","pl",1,1,"grammatical","NO, la frase no suena bien",0,430.765,217.13,143.29,215.555,160.455,191.69,199.745,351.39,216.03,199.99,215.325,232.12,255.145,352.325,760.07,NA,NA,NA,"tambien",215.325,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,8,1,"Los profesores son severos y el decano son severos tambien, entonces no nos preocupamos.","pl-sg",0,0,"ungrammatical","NO, la frase no suena bien",1,406.465,431.79,423.245,376.135,407.74,2615.02,336.49,367.375,471.71,1159.915,471.565,391.525,312.305,350.835,488.715,NA,NA,NA,"tambien",471.565,"left","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
13,2,10,1,"El profesor es severo y los decanos es severo tambien, entonces no nos preocupamos.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1086.315,376.02,295.555,287.43,319.995,312.17,272.625,270.325,320.29,311,328.43,487.745,487.685,407.785,1455.705,NA,NA,NA,"tambien",328.43,"right","yes","depends","ingles","spanish","Male",36,"right","college",NA,"Espana","USA","USA"
14,1,1,2,"Los duenos son honestos y los gerentes tambien, asi que compramos alli.","pl",1,1,"grammatical","NO, la frase no suena bien",0,1350.6,398.8,440.1,375.4,704,511.5,575.9,975.5,871.9,663.2,576.1,935.4,1407.9,NA,NA,NA,NA,NA,"tambien",871.9,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,2,2,"El dueno es honesto y el gerente tambien, asi que compramos alli.","sg",1,0,"grammatical","NO, la frase no suena bien",0,886.5,448,479.7,495.5,671.8,551.7,815.6,631.7,711.7,855.6,687.7,503.8,1263.7,NA,NA,NA,NA,NA,"tambien",711.7,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,3,2,"Los duenos son honestos y el gerente tambien, asi que compramos alli.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,583,543.9,607.3,624,599.6,703.9,671.5,1919.9,759.7,592,511.2,455.9,863.8,NA,NA,NA,NA,NA,"tambien",759.7,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,4,1,"El dueno es honesto y el gerente es honesto tambien, asi que compramos alli.","sg",1,0,"grammatical","NO, la frase no suena bien",0,799.1,583.7,567.9,847.5,839.6,503.7,567.6,583.7,687.9,895.7,1471.7,807.4,943.7,991.5,863.9,NA,NA,NA,"tambien",1471.7,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,5,1,"El dueno es honesto y los gerentes es honesto tambien, asi que compramos alli.","sg-pl",0,1,"ungrammatical","SI, la frase suena bien",0,1206.6,567.1,551.9,591.8,679.6,575.8,927.5,1095.7,1207.9,1743.5,559.4,383.8,399.9,535.8,463.8,NA,NA,NA,"tambien",559.4,"left","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,7,1,"Los duenos son honestos y el gerente son honestos tambien, asi que compramos alli.","pl-sg",0,0,"ungrammatical","SI, la frase suena bien",0,631.1,415.8,455.6,631.6,511.6,511.7,559.9,815.7,1767.5,631.7,655.9,711.6,511.9,519.3,1440,NA,NA,NA,"tambien",655.9,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,9,2,"El dueno es honesto y los gerentes tambien, asi que compramos alli.","sg-pl",0,1,"grammatical","SI, la frase suena bien",1,1679.3,519.8,559.7,687.5,623.5,536.1,783.8,839.5,799.9,1279.7,1535.6,791.8,935.6,NA,NA,NA,NA,NA,"tambien",799.9,"left","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
14,1,10,1,"Los duenos son honestos y los gerentes son honestos tambien, asi que compramos alli.","pl",1,1,"grammatical","SI, la frase suena bien",1,775.1,847.9,775.6,519.6,463.9,599.5,624,495.4,559.7,455.7,567.8,399.5,431.7,376,607.5,NA,NA,NA,"tambien",567.8,"right","confused","depends","Espanol","mixed","Female",53,"right","some-college",NA,"Mexico","USA","USA"
15,7,1,2,"El cuidador es carinoso y los pacientes tambien, por eso la relacion es buena.","sg-pl",0,1,"grammatical","SI, la frase suena bien",1,990.385,463.935,687.555,672.02,607.74,543.985,479.93,559.755,687.745,592.065,591.535,975.635,624.33,543.79,1167.9,NA,NA,NA,"tambien",687.745,"right","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,3,2,"El cuidador es carinoso y el paciente tambien, por eso la relacion es buena.","sg",1,0,"grammatical","SI, la frase suena bien",1,462.88,463.935,655.98,575.55,671.705,991.77,639.86,575.69,735.945,527.77,495.85,399.59,607.99,399.71,1679.855,NA,NA,NA,"tambien",735.945,"right","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,4,1,"El cuidador es carinoso y el paciente es carinoso tambien, por eso la relacion es buena.","sg",1,0,"grammatical","SI, la frase suena bien",1,511.43,671.71,736.05,591.835,687.755,591.855,671.78,975.79,832.13,655.12,864.325,623.8,527.755,447.735,479.83,415.585,847.92,NA,"tambien",864.325,"right","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,6,1,"El cuidador es carinoso y los pacientes es carinoso tambien, por eso la relacion es buena.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,2128.06,704.23,623.465,527.835,815.87,623.705,607.935,687.82,1072.2,543,527.98,511.795,367.845,303.95,287.49,352.26,1631.485,NA,"tambien",527.98,"right","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,7,1,"Los cuidadores son carinosos y el paciente son carinosos tambien, por eso la relacion es buena.","pl-sg",0,0,"ungrammatical","NO, la frase no suena bien",1,2782.885,703.905,607.84,671.54,1103.84,640.13,543.75,672.16,927.565,1311.79,527.875,511.27,351.71,336.215,463.61,399.955,975.78,NA,"tambien",527.875,"right","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,8,2,"Los cuidadores son carinosos y el paciente tambien, por eso la relacion es buena.","pl-sg",0,0,"grammatical","SI, la frase suena bien",1,958.995,623.79,879.875,719.54,688.15,495.74,592.22,991.44,431.83,479.875,335.49,319.685,368.08,351.675,303.995,NA,NA,NA,"tambien",431.83,"left","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,9,1,"Los cuidadores son carinosos y los pacientes son carinosos tambien, por eso la relacion es buena.","pl",1,1,"grammatical","SI, la frase suena bien",1,2254.29,479.49,543.445,496.045,752.025,415.805,591.71,415.73,431.935,463.96,383.735,415.465,336.245,351.555,399.765,351.915,544.92,NA,"tambien",383.735,"left","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
15,7,10,2,"Los cuidadores son carinosos y los pacientes tambien, por eso la relacion es buena.","pl",1,1,"grammatical","SI, la frase suena bien",1,991.685,543.435,543.93,479.735,575.755,431.96,543.785,591.85,639.685,431.565,368.005,352.05,463.915,351.45,335.775,NA,NA,NA,"tambien",639.685,"left","yes","spanish","espanol","spanish","Male",35,"right","some-college","El experimiento me parecio muy claro rapido y facil. muchas gracias.","republica dominicana","republica dominicana","republica dominicana"
16,5,3,2,"El escalador es aventurero y los motociclistas tambien, entonces las sugerencias fueron  entretenidas.","sg-pl",0,1,"grammatical","SI, la frase suena bien",1,1450.999,506.005,1088,469,528.999,1194,645.994,1632.005,619.999,617,437,1430.999,635,2375,NA,NA,NA,NA,"tambien",619.999,"left","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,4,1,"Los escaladores son aventureros y el motociclista son aventureros tambien, entonces las sugerencias fueron entretenidas.","pl-sg",0,0,"ungrammatical","NO, la frase no suena bien",1,1365.999,424.994,814.005,1002,1577,454.999,616,1150.999,328,4140.994,441.005,714.999,769,744.995,836.005,1469,NA,NA,"tambien",441.005,"right","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,5,1,"El escalador es aventurero y los motociclistas es aventurero tambien, entonces las sugerencias fueron entretenidas.","sg-pl",0,1,"ungrammatical","NO, la frase no suena bien",1,1723,492.994,1130.005,797,743,647.995,797.005,814.999,359,1846,608.999,576.995,827.004,733,456,779.994,NA,NA,"tambien",608.999,"right","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,6,1,"El escalador es aventurero y el motociclista es aventurero tambien, entonces las sugerencias fueron entretenidas.","sg",1,0,"grammatical","SI, la frase suena bien",1,2096,474.995,767.004,510,818.999,705,523,538.999,573,506.994,872.005,521.994,575.005,716.994,501.005,2141,NA,NA,"tambien",872.005,"right","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,7,2,"Los escaladores son aventureros y los motociclistas tambien, entonces las sugerencias fueron entretenidas.","pl-sg",1,1,"grammatical","SI, la frase suena bien",1,1335.994,491.999,811,1502,705.999,559,519,772.999,833.005,545.994,675.005,866.994,960.005,563,NA,NA,NA,NA,"tambien",833.005,"left","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,8,2,"El escalador es aventurero y el motociclista tambien, entonces las sugerencias fueron entretenidas.","sg",1,0,"grammatical","SI, la frase suena bien",1,1251.999,422,804,461,796,824,741.994,719.005,937,1421,905,892.994,688.004,820,NA,NA,NA,NA,"tambien",937,"right","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
16,5,9,1,"Los escaladores son aventureros y los motociclistas son aventureros tambien, entonces las sugerencias fueron entretenidas.","pl",1,1,"grammatical","SI, la frase suena bien",1,1952.005,938.994,495.005,860.994,446.005,653.999,452.995,535.004,1043,482.994,746,646.005,504.994,464.004,556,760.994,NA,NA,"tambien",746,"left","yes","both","Ingles y Espanol","mixed","Female",51,"right","some-college","Fue una tarea muy interesante y disfrute participar en la encuesta.","Estados Unidos","Estados Unidos de America","Estados Unidos"
